;year;doi;authors;title;abstract;type;source;code_0;code_1;code_2
143;2025;10.1109/TIFS.2025.3528827;"Chen R.; Zhang Y.; Li D.; Liu Y.; Liu J.; Wu Q.; Zhou J.; Susilo W.";Bitcoin-Compatible Privacy-Preserving Multi-Party Payment Channels Supporting Variable Amounts;Blockchain and cryptocurrencies are developing rapidly, and the scalability issue has become a constraint on their practical application and development. Off-chain payment channel is an effective solution to the scalability problem of blockchain. Currently, various payment channel protocols have been proposed. However, privacy issues are vital in payment channels. Existing works that consider privacy issues mainly focus on payment channel networks and payment channel hubs, while there is little work on two-party and multi-party channels. In addition, many existing payment channel works that consider privacy protection fix the transaction amounts to ensure the hiding of payment relationships or rely on smart contracts, which will hinder the practical application of payment channels. In this work, we propose a two-party privacy-preserving payment channel protocol that is compatible with Bitcoin (TBPChannel), achieving value privacy and unlinkability, while supporting variable transaction amounts. On this basis, we propose a privacy-preserving multi-party payment channel protocol (MBPChannel), which removes the role of untrusted operators in previous multi-party settings and further achieves robustness. We formally model the protocols in the universal composability framework and prove the security. Finally, we implement the protocols and provide a performance evaluation. The results demonstrate the scalability and practicality of our protocols. Compared to current protocols, even though we use privacy-preserving methods, our protocols are still efficient and applicable in practice.  © 2025 IEEE.;article;scopus;New Protocol;Security;Other
144;2025;10.48550/arXiv.2503.07200;Fabiański, G., Stefański, R., Litos, O.S.T.;A Formally Verified Lightning Network;In this work we use formal verification to prove that the Lightning Network (LN), the most prominent scaling technique for Bitcoin, always safeguards the funds of honest users. We provide a custom implementation of (a simplification of) LN, express the desired security goals and, for the first time, we provide a machine checkable proof that they are upheld under every scenario, all in an integrated fashion. We build our system using the Why3 platform.;preprint;arxiv;Analysis;Security;LN
145;2025;10.48550/arXiv.2505.15568;Grundmann, M., Hartenstein, H.;Model Checking the Security of the Lightning Network;Payment channel networks are an approach to improve the scalability of blockchain-based cryptocurrencies. The Lightning Network is a payment channel network built for Bitcoin that is already used in practice. Because the Lightning Network is used for transfer of financial value, its security in the presence of adversarial participants should be verified. The Lightning protocol’s complexity makes it hard to assess whether the protocol is secure. To enable computer-aided security verification of Lightning, we formalize the protocol in TLA+ and formally specify the security property that honest users are guaranteed to retrieve their correct balance. While model checking provides a fully automated verification of the security property, the state space of the protocol’s specification is so large that model checking becomes unfeasible. We make model checking the Lightning Network possible using two refinement steps that we verify using proofs. In a first step, we prove that the model of time used in the protocol can be abstracted using ideas from the research of timed automata. In a second step, we prove that it suffices to model check the protocol for single payment channels and the protocol for multi-hop payments separately. These refinements reduce the state space sufficiently to allow for model checking Lightning with models with payments over up to four hops and two concurrent payments. These results indicate that the current specification of Lightning is secure.;preprint;arxiv;Analysis;Security;LN
146;2025;10.1007/978-981-96-6243-2_11;"Guan C.; Yu Z.; Zhang J.; Fang J.; Tang H.";Semi-hidden Channel: Research on the Application of Privacy Protection Channel Based on Bitcoin Lightning Network;In the Bitcoin Lightning Network (LN), traditional channel types have only public and private channels, whereas private channels do not join the Lightning Network and cannot participate in multi-hop payments, which limits the number of available channels in the network. Therefore, these channel types have some shortcomings in terms of privacy and flexibility. To address these issues, this paper introduces a new channel type, the Semi-Hidden Channel, whose balance is represented by a range value, and uses zero-knowledge proof (ZKP) technology to safeguard the privacy of channel users. First, This work reduces the complexity of applying Merkle proofs in zk-SNARKs through the reconstruction of the Merkle tree and the use of the MiMC7 hash algorithm. It uses a mortgage mechanism specifically for this channel type to prevent malicious behavior and sets the conditions for using Semi-Hidden Channels to reduce their impact on the network’s payment success rate. Furthermore, through statistical analysis of UTXO Aging data, it is proven that Funding Transactions for this channel type can remain hidden on the blockchain for at least 40,000 blocks, and a threat model was constructed to demonstrate good privacy protection even after being attacked for 40,000 blocks. Finally, this paper proposes some privacy protection strategies for channel closure to improve its privacy. By introducing semi-hidden channels, the flexibility of Lightning Network can be improved, enabling them to meet the diverse needs of users and potentially expanding the existing scale of Lightning Network, making them more practical. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.;conference paper;scopus;New Protocol;Security;LN
147;2025;10.1016/j.jisa.2025.104101;"Li T.; Wang Y.; Wang Y.; Zhang M.; Khan S.";GAN-VPC: A virtual payment channel with GAN-based noise against timing attack;Timing attacks in Virtual Payment Channels (VPC) cause leakage of transaction private information by analyzing the time difference of the signatures on transactions. Generally, random time delays are embedded as noise in the signatures, which reduces the time difference and thus resists timing attacks. However, due to the low noise entropy, it leads to time imbalance (i.e., the ratio of the time difference to the mean difference is large) of the signatures, which still leaks the privacy information. In this paper, we propose GAN-VPC, a VPC against timing attacks, where the noise entropy is optimized by Regularization-based Noise Optimization Method (ERNOM). Specifically, a high entropy function is added to the generator of ERNOM such that high entropy noise is generated. Then, the optimized high entropy noise is embedded into ERNOM-sig, a novel transaction signature in VPC. The time of the transaction signature is affected by high-entropy noise, which decreases the time imbalance. Finally, this paper provides corresponding detailed security analysis in the Universal Composability framework, demonstrating that our scheme is secure. The experimental results show that compared with baselines, the entropy of the noise generated by ERNOM is enhanced by 3.62%, the time imbalance of ERNOM-Sig and GAN-VPC is reduced by 84.97% and 47.05% on average respectively. © 2025 Elsevier Ltd;article;scopus;New Protocol;Security;Other
148;2025;10.1007/978-3-031-81404-4_10;"Mariyala R.; Mandal S.";A Novel Protocol for Mitigating Wormhole Attack in Multi-hop Payment Channels;The rapid advancement of blockchain technology has highlighted critical issues, such as slow transaction speeds, which impede its widespread adoption. To address these limitations, layer-two protocols have been developed to process transactions off-chain, reserving the blockchain for dispute resolution. Among these, Payment Channel Networks offer a promising solution by enabling efficient multi-hoppayments through off-chain mechanisms. These networks utilize Hash Time-Locked Contracts to ensure secure conditional payments, releasing funds only when predefined conditions are met and ensuring that all transaction segments either succeed or fail together. However, traditional approaches to PCNs face significant security challenges, including Wormhole Attacks, Griefing Attacks, Bribery Attacks, and Balance Security issues. This study presents a novel cryptographic protocol designed to mitigate wormhole attack within multi-hopPCNs. By integrating HTLCs, Elliptic Curve Cryptography, and Schnorr signatures, the proposed solution enhances transaction security by locking funds and releasing them only after verifying the identities and actions of all involved parties. This research contributes a practical approach to improving the security of multi-hop payments, offering a robust defense against intermediary collusion and enhancing the overall reliability of blockchain-based financial transactions. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.;conference paper;scopus;New Protocol;Security;Other
149;2025;10.1109/TDSC.2024.3502689;"Mirzaei A.; Sakzad A.; Yu J.; Steinfeld R.";Formal Treatment of Watchtowers and FPPW: A Fair and Privacy-Preserving Bitcoin Watchtower;This article formalises watchtower and its different properties including agility, privacy against both watchtower and third parties, fairness with respect to both watchtower and its client and coverage. We also evaluate the existing schemes regarding these properties and show they cannot achieve all properties altogether. Furthermore, we prove that there is a trade-off between the level of fairness that a watchtower provides to its clients and the coverage it can achieve. We also introduce FPPW, the first Fair and Privacy-Preserving Watchtower for Bitcoin. This new scheme provides fairness with respect to all channel participants including both channel parties and the watchtower. It means the funds of any honest channel participants are safe even assuming that the other two participants are corrupted and/or collude with each other. Furthermore, the watchtower in FPPW learns no information about the off-chain transactions and hence FPPW provides privacy against the watchtower. We also show that FPPW coverage, i.e., the total capacity of channels that an FPPW watchtower can cover, is higher than that of PISA and Cerberus and FPPW can be implemented without any update in the Bitcoin script. © 2004-2012 IEEE.;article;scopus;New Protocol;Security;LN
150;2025;10.1109/COMSNETS63942.2025.10885574;"Sharma N.; Kapoor K.";Flood and Loot Attack in Distributed Routing Protocols in PCNs;Payment Channel Networks (PCNs) can significantly enhance the scalability of blockchain transactions without requiring major modifications to the underlying distributed ledger protocol. However, to enable efficient and secure payment routing over multiple channels, PCNs necessitate additional components: an onion routing protocol for anonymity and a locking mechanism to prevent race conditions. Unfortunately, these mechanisms can be exploited by malicious actors to launch flood and loot attacks. We investigate the impact of flood and loot attacks on networks that employ local knowledge-based routing algorithms. In these scenarios, malicious nodes can manipulate hash-locks to unfairly capitalize on the benefits of participating nodes. We specifically examine the effects of these attacks on three popular routing algorithms: Swift, Speedy Murmurs, and Silent Whispers. Our analysis employs metrics like attack gain, attack cost, and transaction ratio to assess the impact of the attacks. Our simulation-based results demonstrate that, even with a relatively small fraction of malicious nodes (between 0.66% and 3.3%), the average attack transaction ratio across all evaluated routing algorithms is a concerning 16.23%. © 2025 IEEE.;conference paper;scopus;Analysis;Security;LN
151;2016;;"Poon J.; Dryja T.";The Bitcoin Lightning Network: Scalable Off-Chain Instant Payments;;;research square;New Protocol;Security;LN
152;2015;10.1007/978-3-319-21741-3_1;"Decker C.; Wattenhofer R.";A Fast and Scalable Payment Network with Bitcoin Duplex Micropayment Channels;;;scopus;New Protocol;Security;Other
153;2018;10.1007/978-3-030-00305-0_13;"Werman S.; Zohar A.";Avoiding Deadlocks in Payment Channel Networks;Payment transaction channels are one of the main proposed approaches to scaling cryptocurrency payment systems. Recent work by Malavolta et al. [7] has shown that the privacy of the protocol may conflict with its concurrent nature and may lead to deadlocks. In this paper we ask the natural question: Can payments in routing networks be routed so as to avoid deadlocks altogether? Our results show that it is in general NP-complete to determine whether a deadlock-free routing exists in a given payment graph. On the other hand, Given some fixed routing, we propose another way to resolve the problem of deadlocks. We offer a modification of the protocols in lightning network and in Fulgor [7] that pre-locks edges in an order that guarantees progress, while still maintaining the protocol’s privacy requirements. © Springer Nature Switzerland AG 2018.;conference paper;scopus;New Protocol;Performance;LN
154;2018;10.1109/ICCCN.2018.8487351;"Yu R.; Xue G.; Kilari V.T.; Yang D.; Tang J.";CoinExpress: A fast payment routing mechanism in blockchain-based payment channel networks;Although cryptocurrencies have witnessed explosive growth in the past year, they have also raised many concerns, among which a crucial one is the scalability issue of blockchain-based cryptocurrencies. Suffering from the large overhead of global consensus and security assurance, even leading cryptocurrencies can only handle up to tens of transactions per second, which largely limits their applications in real- world scenarios. Among many proposals to improve cryptocurrency scalability, one of the most promising and mature solutions is the payment channel network (PCN), which offers off-chain settlement of transactions with minimal involvement of expensive blockchain operations. In this paper, we investigate the problem of payment routing in PCN. We suggest crucial design goals in PCN routing, and propose a novel distributed dynamic routing mechanism called CoinExpress. Through extensive simulations, we have shown that our proposed mechanism is able to achieve outstanding payment acceptance ratio with low routing overhead. © 2018 IEEE.;conference paper;scopus;New Protocol;Performance;Other
155;2018;10.3390/info9090223;"Conoscenti M.; Vetrò A.; De Martin J.C.; Spini F.";The CLoTH simulator for HTLC payment networks with introductory lightning network performance results;The Lightning Network (LN) is one of the most promising off-chain scaling solutions for Bitcoin, as it enables off-chain payments which are not subject to the well-known blockchain scalability limit. In this work, we introduce CLoTH, a simulator for HTLC payment networks (of which LN is the best working example). It simulates input-defined payments on an input-defined HTLC network and produces performance measures in terms of payment-related statistics (such as time to complete payments and probability of payment failure). CLoTH helps to predict issues and obstacles that might emerge in the development stages of an HTLC payment network and to estimate the effects of an optimisation action before deploying it. We conducted simulations on a recent snapshot of the HTLC payment network of LN. These simulations allowed us to identify network and payments configurations for which a payment is more likely to fail than to succeed. We proposed viable solutions to avoid such configurations. © 2018 by the authors.;article;scopus;Analysis;Performance;LN
156;2019;10.1109/ACCESS.2019.2941448;"Conoscenti M.; Vetro A.; De Martin J.C.";Hubs, Rebalancing and Service Providers in the Lightning Network;Payment channel networks are the most developed proposal to address the well-known issue of blockchain scalability. Currently, the Lightning Network (LN) is the mainstream and most used payment channel network. In a previous work we introduced CLoTH, a payment channel network simulator we developed to analyze capabilities and limitations of such networks. In this work, using CLoTH, we present results of three groups of simulations on a recent snapshot of the LN, aimed to shed a light on the following aspects. Firstly, we investigated how hubs influence the LN performance. Then, we analyzed the effectiveness of two different channel rebalancing approaches, an active and a passive one. Eventually, we studied performance of the LN when a few service-providers nodes receive payments from the other network nodes, which is a typical use case of payment channel networks. We found that the LN is resilient to the removal of hubs, that our passive rebalancing approach reduces of about one fourth the payments failures due to channel unbalancing, and that in the service-providers scenario a consistent part of payments fails because channels directing to the service providers become unbalanced. Our work contributes to prove the strengthen of the Lightning Network when removing hubs and its weakness in the service-provider scenario. In addition, the passive rebalancing approach proposed in this work is a good candidate for the implementation in the Lightning Network protocol to mitigate channel unbalancing. © 2013 IEEE.;article;scopus;Modified Protocol;Performance;LN
157;2019;10.1109/PST47121.2019.8949051;"Subramanian L.M.; Eswaraiah G.; Vishwanathan R.";Rebalancing in Acyclic Payment Networks;"In this paper, we propose a technique for rebalancing link weights in acyclic payment networks, which are peer-to-peer networks with payment channels or links between users. Payment networks such as Ripple and Stellar offer a range of services such as real-time payment transfers, including cross-currency transactions, and are growing in popularity. They incentivize users to use them by offering much lower transaction fees, and quick transfer times as compared to traditional bank wire transfers. The link weights are positive integers, and once two users connected by a link spend their link weight, the link gets exhausted, and no more transactions can be done over the link. In order to allow users to do any more transactions, the link weight must be increased, a process known as rebalancing link weights. Existing methods of rebalancing require users to perform expensive blockchain transactions of closing and refunding the channel; we consider the problem of rebalancing a payment channel in real time in an efficient way. Our decentralized technique of rebalancing will help users in acyclic payment channel networks to rebalance their link weights on an as-needed basis, and with minimal computational cost, and only off-chain transactions. © 2019 IEEE.";conference paper;scopus;New Protocol;Performance;Other
158;2020;10.1007/978-3-030-51280-4_17;"Bagaria V.; Neu J.; Tse D.";Boomerang: Redundancy Improves Latency and Throughput in Payment-Channel Networks;In multi-path routing schemes for payment-channel networks, Alice transfers funds to Bob by splitting them into partial payments and routing them along multiple paths. Undisclosed channel balances and mismatched transaction fees cause delays and failures on some payment paths. For atomic transfer schemes, these straggling paths stall the whole transfer. We show that the latency of transfers reduces when redundant payment paths are added. This frees up liquidity in payment channels and hence increases the throughput of the network. We devise Boomerang, a generic technique to be used on top of multi-path routing schemes to construct redundant payment paths free of counterparty risk. In our experiments, applying Boomerang to a baseline routing scheme leads to 40% latency reduction and 2 throughput increase. We build on ideas from publicly verifiable secret sharing, such that Alice learns a secret of Bob iff Bob overdraws funds from the redundant paths. Funds are forwarded using Boomerang contracts, which allow Alice to revert the transfer iff she has learned Bob’s secret. We implement the Boomerang contract in Bitcoin Script. © 2020, International Financial Cryptography Association.;conference paper;scopus;New Protocol;Performance;Other
159;2020;10.48550/arXiv.2002.01374;Grunspan, C., Lehéricy, G., Pérez-Marco, R.;Ant routing scalability for the lightning network;The ambition of the Lightning Network is to provide a second layer to the Bitcoin network to enable transactions confirmed instantly, securely and anonymously with a world scale capacity using a decentralized protocol. Some of the current propositions and implementations present some difficulties in anonymity, scaling and decentalization. The Ant Routing algorithm for the Lightning Network was proposed in [7] for maximal decentralization, anonymity and potential scaling. It solves several problems of current implementation, such as channel information update and centralization by beacon nodes. Ant Routing nodes play all the same role and don't require any extra information on the network topology beside for their immediate neighbors. The goal of LN transactions are completed instantaneously and anonymously. We study the scaling of the Ant Routing protocol. We propose a precise implementation, with efficient memory management using AVL trees. We evaluate the efficiency of the algorithm and we estimate the memory usage of nodes by local node workload simulations. We prove that the number of transactions per second that Ant Routing can sustain is of the order of several thousands which is enough for a global payment network.;preprint;arxiv;Modified Protocol;Performance;LN
160;2020;10.1016/j.neucom.2019.09.114;"Lin C.; Ma N.; Wang X.; Chen J.";Rapido: Scaling blockchain with multi-path payment channels;One of the fundamental problems that hinders the current blockchain systems for industrial use is scalability. Lightning Network has been proposed to address this challenge, which executes massive amount of transactions off-chain via pre-constructed payment channels, and only records the final state when a payment channel is closed. However, current Lightning Network heavily rely on the single path payment. When the payment value exceeds the deposit of each individual path, the customer has to close all the existing payment channels and construct a new one from scratch, which we term as the overload issue. In addition, the single path payment bears the inherent risk of sensitive information (e.g., payment value) leaking. In this paper, we propose a multi-path off-chain payment mechanism, termed Rapido, which explicitly addresses the overload and privacy leaking issues by splitting and distributing payment to multiple paths. Specifically, a new smart contract, D-HTLC, is equipped with Rapido to encode multi-path payment protocol. We also theoretically prove that the VDP (Value Distributing Problem) is NP-hard. Finally, extensive experiments show that our approach not only resolves the overload issue but also mitigates the skewness of payment channels. Quantitative results further reveal that with the restriction of no adding new payment channels, the success rate of Rapido is more than 3 times higher than that of the Lightning Network. The implementation will be released upon acceptance. © 2020 Elsevier B.V.;article;scopus;New Protocol;Performance;LN
161;2019;10.1109/Blockchain.2019.00034;"Guo Y.; Tong J.; Feng C.";A measurement study of bitcoin lightning network;As a promising method to enable fast and scalable Bitcoin transactions, Bitcoin Lightning Network (LN) has experienced rapid development since the end of 2017. LN utilizes the so-called 'payment channels' to provide fast off-chain transactions, thereby offloading on-chain burden and enabling instant payments. With many new protocols proposed to improve the performance of LN, little is known about the current state of the network such as its topology, channel characteristics and application performance. In this paper, we conduct a systematic measurement on LN based on the data collected over a period of fifteen months. This measurement allows us to draw a network graph to study the payment routing success rate and the level of decentralization. We also analyze payment channels regarding their functions. Our work provides an in-depth understanding of network mechanisms and helps to explore future implications of LN. © 2019 IEEE.;conference paper;scopus;Analysis;Performance;LN
162;2020;10.1109/DSN48063.2020.00060;"Lin S.; Zhang J.; Wu W.";FSTR: Funds Skewness Aware Transaction Routing for Payment Channel Networks;Payment channel is an effective and popular technique to improve the scalability and throughput of blockchains by transferring transactions from on-chain to off-chain. Multiple payment channels can constitute a payment network and realize transaction execution via multi-hop paths. How to find a feasible and efficient transaction path, i.e., transaction routing, is a key issue in payment channel networks, and different solutions have been proposed. However, the problem of funds skewness, which may cause routing failures, has been largely ignored in existing routing algorithms. In this work, we design FSTR, a routing algorithm that attempts to route transactions using a funds skewness based path selection scheme so as to reduce funds skewness and increase transaction success probability. To evaluate the performance of FSTR, we conduct experiments using the real-world dataset of Ripple. The experiment results show that FSTR outperforms existing routing algorithms, in terms of success ratio, delay, and overhead. © 2020 IEEE.;conference paper;scopus;New Protocol;Performance;Other
163;2020;10.1109/ICBC48266.2020.9169405;"Mazumdar S.; Ruj S.; Singh R.G.; Pal A.";HushRelay: A Privacy-Preserving, Efficient, and Scalable Routing Algorithm for Off-Chain Payments;Payment channel networks (PCN) are used in cryptocurrencies to enhance the performance and scalability of off-chain transactions. Except for opening and closing of a payment channel, no other transaction requests accepted by a PCN are recorded in the Blockchain. In practical scenario, it may not be possible to transfer high valued payment across a single path. For such cases, splitting up the transaction value across multiple paths is a better approach. While there exists several approaches which route transactions via several paths, such techniques are quite inefficient, as the decision on the number of splits must be taken at the initial phase of the routing algorithm [39]. Such decisions are made by not taking into account the residual capacity of each channel in the network. Other approaches leak sensitive information, and are quite computationally expensive [26]. To the best of our knowledge, our proposed scheme HushRelay is an efficient privacy preserving routing algorithm, solving the problems encountered in existing works. On comparing the performance of our algorithm with existing routing scheme SpeedyMurmur [39] on real instances, we observed that HushRelay attains a higher success ratio with less execution time. © 2020 IEEE.;conference paper;scopus;New Protocol;Performance;LN
164;2020;10.1109/ICBC48266.2020.9169456;"Pickhardt R.; Nowostawski M.";Imbalance measure and proactive channel rebalancing algorithm for the Lightning Network;Making a payment in a privacy-aware payment channel network can be achieved by trying out several payment paths until one succeeds. With a large network, such as the Lightning Network, a completion of a single payment can take up to several minutes. We introduce a network imbalance measure and formulate the optimization problem of improving the balance of the network as a sequence of rebalancing operations of the funds within the channels along circular paths within the network. As the funds and balances of channels are not globally known, we introduce a greedy heuristic that improves every node's local balance despite the uncertainty. In an empirical simulation on a snapshot of the Lightning Network we demonstrate that the imbalance distribution of the network has a Kolmogorov-Smirnoff distance of 0.74 in comparison to the imbalance distribution after the heuristic is applied. We further show that the success rate of a single unit payment increases from 11.2% on the imbalanced network to 98.3% in the balanced network. Similarly, the median possible payment size across all pairs of participants increases from 0 to 0.5 mBTC for initial routing attempts on the cheapest possible path. Executing 4 different strategies for selecting rebalancing cycles lead to similar results indicating that a collaborative approach within the friend of a friend network might be preferable from a practical point of view.1  © 2020 IEEE.;conference paper;scopus;Modified Protocol;Performance;LN
165;2020;10.1109/ACCESS.2020.2986035;"Ryu K.; Kim W.; Lee E.-K.";PayGo: Incentive-Comparable Payment Routing Based on Contract Theory;"The increasing use of cryptocurrencies has raised scalability and performance issues in blockchain systems that require global consensus and security assurance for real-time payments. The payment channel network (PCN) is a promising off-chain solution for cryptocurrencies; in these networks, transactions are offloaded from the blockchain and are handled directly using a payment channel with minimum involvement of the blockchain. Routing protocols for PCNs are critical for finding a path-based transaction (PBT) path with low latency and high throughput, and several routing protocols have been proposed to address decentralization, concurrency, and privacy issues. However, incentive mechanisms for the payment service provider (PSP), which are critical for successful path-based transactions, have not been sufficiently studied. Previous routing protocols are proposed only to find a best path in the given budget. In this study, we propose the payGo routing protocol, which not only discovers a feasible path but also derives the optimal incentive for the PSP using contract theory. Furthermore, payGo induces the PSP to make a contract with a counterparty to guarantee payment latency and throughput with a penalty. We implement the payGo protocol by extending the Raiden network and evaluate its performance on a testbed. The results indicate that, in comparison with the conventional linear pricing for latency, payGo can improve about 90% of payer's utility by optimizing latency and incentive. © 2020 IEEE.";article;scopus;New Protocol;Performance;Other
166;2020;10.1007/978-3-030-23813-1_10;"Thakur S.; Breslin J.G.";A balanced routing algorithm for blockchain offline channels using flocking;Offline channels have the potential to mitigate the scalability problem of blockchains. A Path-Based fund Transfer (PBT) uses a path in the channel network. PBTs can make the channel network imbalanced, i.e., funds in a few channels become very low and funds in other channels become very high. Imbalanced channel network may make PBT infeasible. Hence we need a routing algorithm for PBT that keeps the channel network balanced. In existing solutions for this problem have privacy problem as the channels have to reveal their balances in order to find suitable routes for PBTs. In this paper, we mitigate this problem as we propose a flocking based algorithm for PBTs that keeps the channel network balanced. © Springer Nature Switzerland AG 2020.;conference paper;scopus;New Protocol;Performance;LN
167;2020;10.1109/Blockchain50366.2020.00050;"Thakur S.; Breslin J.G.";An Edge Colouring-based Collaborative Routing Protocol for Blockchain Offline Channels;A Path-based Fund Transfer (PBT) in blockchain offline channel networks or in credit networks, uses a path among the offline channels to transfer funds among the peers who do not have mutual channels. A routing algorithm for PBT finds a suitable path for PBT execution. The problems with the landmark-based routing algorithms for PBT executions are as follows: (1) PBTs through hubs may cause privacy problems as a few landmarks can collude to find the sender and the receiver of a PBT, (2) Landmarks can be targeted with DoS or Eclipse attack. Unavailability of landmarks will lead to a high failure rate of PBT and (3) the unavailability of nodes for PBT execution creates cuts in the trees maintained by landmark-based routing protocols, which will lead to failure of PBT execution. In this paper, we mitigate the above problems with routing algorithms for PBT execution with a graph edge colouring-based routing protocol. In this routing protocol, every peer maintains a set of small subgraphs of the channel network with a particular topology. The peers exchange such subgraph information to find an appropriate path for PBT execution. Our contributions are as follows: (1) We develop a distributed algorithm to find subgraphs maintained by a peer. We prove that despite sharing subgraph information, our protocol preserves the privacy of the sender and the receiver of a PBT. (2) We prove that the proposed protocol is secure against adversarial peers initially agrees to participate in PBT execution and included in the trees or subgraphs computed by landmark-based or our edge colour-based routing algorithm, but later they do not participate in PBT execution. (3) We show that trees built by landmark-based algorithms require more frequent rebuilding as values in individual channels are changed over time compared with subgraphs to be maintained by the peers. (4) We show that the success rate and time to execute PBT for the proposed edge colouring-based routing algorithm is competitive against the landmark-based routing algorithm. (5) We show that DoS attacks resulting unavailability of peers have less impact on the proposed routing algorithm compared with landmark-based routing algorithms.  © 2020 IEEE.;conference paper;scopus;New Protocol;Performance;LN
168;2020;10.1109/BCCA50787.2020.9274462;"Thakur S.; Breslin J.G.";Coordinated Landmark-based Routing for Blockchain Offline Channels;Blockchain offline channels such as the Bitcoin Lightning Network will improve the scalability of blockchains by reducing the number of transactions needed to be recorded in the blockchain. Uncoordinated payment transfer in channel networks including path-based fund transfer may overuse few channels. This will lead to imbalanced channel networks where the channel balance of few channels is too low to remain operational. In this paper, we propose a coordination method for a landmark-based routing algorithm for fund transfer in offline channels. Our procedure allows the landmarks to route funds in complementary and non-overlapping paths which balances channel values in a bi-directional channel network. Using experimental evaluation with Bitcoin Lightning network data we prove that the proposed coordinated landmark-based routing algorithm keeps a better balance of the channels and significantly improves the success rate of fund transfer compared with existing landmark-based routing algorithms. © 2020 IEEE.;conference paper;scopus;New Protocol;Performance;LN
169;2020;10.1109/Blockchain50366.2020.00061;"Wu J.; Jiang S.";Local Pooling of Connected Supernodes in Lightning Networks for Blockchains;The lightning network (LN) is a special network in Bitcoin that uses offchain micropayment channels to scale the blockchain's capability to perform instant transactions without a global block confirmation process. However, micropayment scalability in a large LN and liquidation for small nodes still remain major challenges for the LN. In this paper, we introduce the notion of supernodes and the corresponding supernodes-based pooling to address these challenges. In order to meet the high adaptivity and low maintenance cost in the dynamic LN where users join and leave, supernodes are constructed locally without any global information or label propagation. Each supernode, together with a subset of (non-supernodes) neighbors, forms a supernode-based pool. These pools constitute a partition of the LN. Additionally, supernodes are self-connected. Micro-payment scalability is supported through node set reduction as only supernodes are involved in searching and in payment with other supernodes. Liquidation is enhanced through pooling to redistribute funds within a pool to external channels of its supernode. Extensive simulations have been conducted to validate the improvement in routing scalability and liquidation of the proposed architecture under different settings.  © 2020 IEEE.;conference paper;scopus;New Protocol;Performance;LN
170;2021;10.1109/MASCOTS53633.2021.9614304;"Awathare N.; Suraj; Akash; Ribeiro V.J.; Bellur U.";REBAL: Channel Balancing for Payment Channel Networks;Cryptocurrency networks are a promising infrastructure for pseudonymous online payments. However, low throughput has prevented their widespread acceptance. A promising solution to scale throughput is the Payment channel network (PCN), exemplified by the Lightning Network (LN), that uses a network of off-chain bidirectional payment channels between parties that wish to transact often. Since payments use the shortest paths with sufficient funds over this network, channel balances get exhausted in the direction transactions flow and eventually become unidirectional. This results in transactions failing and consequently a lower transaction success ratio. Our observations on the production LN show that over 63% of the channels lose over 80% of the channel balance in one direction over time, which makes the success ratio of a real-world workload drop from 71% to 29%. A unidirectional channel along a path results in a failure message back to the source that recomputes the path, excluding the failed channel and reattempts the transaction, thus adding to the completion latency even for those transactions that do complete.We propose REBAL, a distributed re-balancing mechanism, and a new routing scheme to address the above issues. REBAL maximizes the extent to which channels can be re-balanced across the entire network. REBAL addresses the completion latency issue by re-routing transactions from intermediate nodes around a unidirectional channel rather than propagating the failure back to the source.Our comprehensive evaluation of REBAL shows that the success ratio improves from 30.18% to 79.54% and success volume from 3.98% to 29.99% for a real-world workload derived from the Ripple network, without adversely impacting the transaction latency. Even at very high transaction rates, REBAL outperforms Lightning Network Daemon (LND- a Golang implementation of LN) (12%) with a success ratio of 43.76%.  © 2021 IEEE.;conference paper;scopus;New Protocol;Performance;LN
171;2021;10.1016/j.jnca.2021.103021;"Erdin E.; Cebe M.; Akkaya K.; Bulut E.; Uluagac S.";A scalable private Bitcoin payment channel network with privacy guarantees;While Bitcoin heavily dominates the cryptocurrency markets, its use in micropayments is still a challenge due to long transaction confirmation times and high fees. Recently, the concept of off-chain transactions is introduced that led to the idea of establishing a payment channel network called Lightning Network (LN), which utilizes multi-hop payments. Off-chain links provide the ability to make instant payments without a need to writing to Blockchain. However, LN's design still favors fees, and it is creating hub nodes or relays that defeat the purpose of Blockchain. In addition, it is still not reliable, as not all transactions are guaranteed to be delivered to their destinations. These issues hinder its wide adoption by retailers. To address this issue, in this paper, we argue that the retailers could create a private payment channel network among them to serve their business needs, just like the concept of private Blockchains. The goal is to build a pure peer-to-peer topology that will prevent the formation of hub nodes while also eliminating the need for any relays to increase the robustness of the payments. Assuming off-chain links as edges and retailers as nodes, we formulate the problem as a multi-flow commodity problem where transactions represent the commodities from various sources to destinations. As the multi-flow commodity problem is NP-Complete, we propose a heuristic approach that utilizes Dijkstra's shortest path algorithm for payments in a dynamic way by updating the edge weights when new paths need to be found. The order of transactions is randomized to provide fairness among the retailers. We further extend this approach to guarantee the privacy of payments by forcing all the payments to travel at least three hops. We utilized k-shortest path algorithm to choose from k options that will meet our criterion. The evaluations indicate that the proposed heuristic comes close to an optimal solution while providing scalability and guaranteeing user privacy. © 2021 Elsevier Ltd;article;scopus;New Protocol;Performance;LN
